Class,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4
0,-1.891599,-3.314223,-0.448886,-1.769804,-3.929479,0.322068,0.173904,2.995294,5.515334,3.717279,-3.749925,0.127446,2.469187,-0.214084
0,-2.013395,-3.179871,-2.598516,-2.941302,-4.787071,-0.735169,-0.063409,3.041752,7.209172,4.56357,-0.570682,1.091766,1.739669,-0.756514
0,-2.275821,-3.623107,-4.17307,-4.131635,-4.154236,2.179138,-0.718845,1.679399,6.87392,2.623629,3.595483,2.705245,0.584494,-1.165848
0,-2.808206,-2.744169,-4.370204,-2.932513,0.806739,4.350114,-0.274354,-0.312023,2.467931,0.084755,3.211262,2.564615,0.923512,-0.96997
0,-4.011095,-1.498589,-4.1128,-0.525479,7.777971,4.186882,2.447841,-0.672387,-2.31349,-1.749714,-0.455164,0.801717,1.278854,-1.155803
0,-4.017373,-1.729624,-2.408917,0.340902,7.926134,3.727324,5.521612,0.92979,-2.749191,-2.830807,-2.80695,-0.137491,-0.123679,-1.639219
0,-0.555614,-1.660564,2.518156,0.490322,-0.583238,2.351158,5.593183,1.850164,-0.851942,-3.184893,-3.272787,0.328346,-2.195461,-0.826829
0,4.458097,1.472221,7.750347,2.298422,-6.970604,-1.187194,2.859686,0.163859,-1.988283,-3.261487,-3.33808,0.140002,-3.434763,1.036519
0,6.398038,5.683588,7.681287,4.367692,-3.354403,-3.355658,0.948625,-2.499322,-5.704933,-3.862931,-1.759759,-1.755992,-4.249664,1.463431
0,4.519623,6.441985,2.765515,3.584182,3.041752,-1.218584,0.908445,-3.549025,-6.826207,-4.239619,2.3047,-3.502567,-4.401594,0.171393
0,2.771793,3.859164,-0.549336,0.903422,1.946847,0.301978,-0.491577,-2.961392,-4.211995,-2.034741,5.272998,-3.005339,-1.900389,0.097311
0,3.183638,2.220573,-0.091033,-0.26682,-4.06132,-4.25343,-4.658997,-2.108823,-1.312756,3.231352,4.002305,-0.927279,2.898611,2.142724
0,2.963903,2.472954,-0.585749,-0.064665,-5.687355,-9.980337,-7.820662,-1.07921,0.84943,8.194838,1.243697,0.222873,6.109245,3.163548
0,-0.180182,1.057864,-4.116567,-1.184682,-1.92299,-7.990171,-6.655442,0.301978,3.89181,9.018528,0.948625,-0.509156,5.9096,1.432041
0,-3.919434,-2.79565,-6.21095,-3.12839,1.395627,0.403684,-3.253953,0.733913,6.134357,5.733813,1.631685,-1.295177,4.949047,-0.379827
0,-4.818462,-4.605006,-4.299889,-2.9074,2.526946,5.915878,-1.273832,-0.382338,4.125357,1.739669,-0.165115,-0.220362,4.640163,-0.27561
0,-2.965159,-1.944336,-1.901644,-0.672387,3.5101,5.334524,-0.745214,-0.941091,-0.118657,-0.448886,-3.041752,1.912945,2.302189,-0.279377
0,-0.914723,1.086744,-1.071676,0.60835,3.551536,3.605528,0.111123,0.522968,-1.065398,-1.585227,-3.132157,2.832063,-2.779326,-1.771059
0,-0.148792,0.247986,1.228629,0.544314,1.532491,3.653242,1.379304,1.694466,1.055353,-3.796383,-0.94988,2.025951,-6.169515,-2.298422
0,-0.432563,-2.480488,5.522868,1.241186,0.642252,3.533957,3.017895,0.468976,0.745214,-7.101189,-0.279377,0.859475,-5.196405,-0.541802
0,-1.168359,-3.110812,6.620284,2.274565,2.731613,2.752958,6.377948,-0.269332,-2.482999,-8.694577,-1.815006,0.040808,-3.541491,0.281888
0,-1.788638,-2.259498,2.371248,1.028985,3.098255,2.88731,10.667164,3.130902,-2.770537,-6.23983,-2.816995,-0.683688,-4.578637,-2.046041
0,-1.526212,-2.516901,-1.637963,-1.827563,-1.688188,2.555825,11.348969,7.838241,1.341636,-1.295177,-2.079943,-0.780371,-5.551747,-4.18186
0,0.098567,-2.476721,-0.682432,-2.377526,-6.405572,-0.772837,5.923412,7.359847,3.41844,2.102544,-0.964948,0.25552,-3.050542,-2.427751
0,2.499322,0.625929,2.166581,0.22664,-5.256675,-4.846086,-1.777338,1.130691,-0.173904,2.401383,-0.083499,0.851942,0.905934,1.329079
0,4.009839,4.498277,1.9029,2.098778,-1.409439,-5.349591,-6.747102,-4.553525,-3.850375,2.218062,1.478499,-0.60835,3.183638,3.129646
0,3.163548,4.378993,-1.326568,0.579471,-0.733913,-3.344358,-9.047408,-5.622062,-1.866487,4.238363,3.855397,-2.200483,4.998016,2.928746
0,0.574449,1.054097,-4.518367,-2.102544,-1.984516,-3.285343,-10.908244,-4.66402,2.589727,7.261909,5.804128,-0.82934,8.014028,2.991527
0,-1.064142,-0.05462,-6.065298,-2.64623,-1.03903,-4.879987,-11.062686,-5.118556,3.00785,7.830707,6.09041,2.236896,9.48311,3.284088
0,-0.078477,2.472954,-4.980438,-0.861987,0.947369,-3.801405,-7.09491,-6.17077,-0.587005,4.566081,4.008584,2.776815,6.377948,2.422729
0,1.78236,4.499533,-0.800461,1.493566,1.385582,0.303233,-0.948625,-5.373448,-3.247675,-0.539291,-0.338391,0.323323,0.681177,0.779115
0,1.759759,3.565348,3.683377,3.213773,2.280843,3.261487,3.301667,-2.362459,-3.13718,-4.44303,-4.979182,-1.738413,-3.772526,-0.633463
0,0.023229,1.58146,4.397827,3.507589,5.030663,3.703467,5.574348,1.78236,-2.24443,-5.566814,-6.832485,-2.618606,-6.175793,-2.161559
0,-1.145758,-0.138747,1.930524,1.846397,5.48771,4.540969,8.366859,5.694888,-1.373026,-4.621329,-5.111023,-4.522134,-7.127557,-3.827774
0,-1.233652,-2.495555,0.72889,-0.58826,1.439574,6.518578,10.510211,7.351058,0.288166,-3.631896,-2.521923,-6.094177,-6.177048,-4.095222
0,-1.619129,-4.705456,1.945591,-1.477243,-1.804961,6.174537,8.174748,5.720001,1.92299,-3.644452,-1.658053,-2.598516,-3.954592,-2.475465
0,-2.444075,-4.682854,2.314745,-0.689966,-0.600817,1.871509,1.982004,3.066865,2.077432,-3.310456,-1.650519,5.288066,-2.456631,-0.766559
0,-2.510623,-3.737369,0.45642,-0.784138,-0.109867,-2.92749,-2.588471,2.300933,1.907923,-0.856964,-0.04583,9.872353,-1.027729,0.049597
0,-1.907923,-4.787071,-1.185938,-2.744169,-4.223295,-4.473165,-2.818251,2.427751,3.220051,2.618606,3.158525,6.861364,2.72659,1.126924
0,-1.675632,-5.897044,-1.178404,-3.754947,-6.537413,-3.225073,-1.724601,0.560637,4.317467,3.702211,5.242863,1.251231,6.439474,2.479232
0,-1.227374,-2.417706,-0.902167,-1.437063,-1.0993,-1.686933,-2.170348,-2.366226,2.260753,1.346658,4.210739,-0.855709,4.376482,1.969448
0,0.782882,4.318723,-1.174637,1.948103,5.406094,-0.76907,-3.017895,-2.921212,-1.472221,-0.937324,1.168359,-0.512923,-2.28461,-0.534269
0,3.454853,7.770437,-1.251231,2.54578,3.351892,-0.192738,-2.891077,-1.665587,-2.549547,0.529246,-1.077954,-1.705767,-4.618817,-1.696978
0,4.436752,6.065298,-1.064142,0.627185,-3.854142,-0.109867,-2.852153,-2.410173,-0.867009,4.16177,-1.141991,-3.954592,0.735169,0.22664
0,3.285343,3.620595,-0.988805,-0.264309,-5.221518,-0.452653,-2.989016,-4.823484,-0.74898,4.80465,-0.157581,-4.191905,5.761436,2.367481
0,1.542536,2.622373,-0.372293,0.880821,0.314534,-0.563148,-1.17966,-4.411639,-3.425973,1.030241,0.307,-2.491788,3.845352,1.900389
0,0.333369,1.026474,0.8984,1.576437,3.65952,-0.83813,2.002094,-1.066654,-4.94528,-2.342369,0.345925,-1.283877,0.0948,0.539291
0,0.004395,-0.613373,1.286388,0.819295,1.114367,-2.552058,2.165326,-0.457675,-3.333057,-1.085488,0.651042,-1.01894,1.759759,1.26002
0,0.624674,0.776604,0.485299,0.725124,-1.017684,-4.489488,-1.572671,-4.119079,-1.950614,1.847653,0.441352,-0.264309,5.512823,3.001572
0,0.872032,2.953858,0.379827,1.872765,1.700744,-2.608561,-3.287855,-5.055775,-2.608561,0.598305,-1.354192,1.44083,3.029196,2.067387
0,-1.247464,0.011928,1.090511,1.306478,4.773259,4.146702,1.071676,2.102544,-1.124412,-4.180604,-3.462387,3.266509,-5.431207,-2.323535
0,-4.540969,-6.587638,0.330857,-2.16407,2.692688,10.14608,6.516067,11.846196,5.284299,-5.806639,-3.61934,4.205717,-11.627718,-6.676787
0,-4.76447,-8.199861,-1.298944,-4.491999,-2.421473,9.095121,6.252386,14.185426,10.944657,-2.052319,-2.32479,3.213773,-10.935868,-7.20415
0,-1.030241,-2.544525,-0.059642,-2.007117,-4.186882,2.343625,1.919223,7.160203,8.624262,1.244952,-1.968193,0.0948,-5.976148,-3.615573
0,1.885321,2.472954,3.42974,2.332324,-0.924768,-3.009106,0.003139,-2.010884,0.559381,-0.222873,-2.155281,-2.965159,-0.421262,1.027729
0,0.672387,1.414462,3.341847,2.854664,2.558336,-3.453597,1.330335,-6.42064,-4.430474,-2.499322,0.05462,-3.090722,4.230829,3.436018
0,-1.497333,-1.46092,-1.477243,-0.461442,1.939313,-1.980749,1.379304,-5.664753,-3.380771,-0.861987,4.478187,-0.570682,6.524857,3.032963
0,-0.826829,-1.251231,-4.392805,-2.529457,-0.990061,-1.779849,-1.015173,-3.212517,-1.438319,1.987027,6.749613,1.513656,5.377215,1.806217
0,0.956159,0.063409,-1.803706,-1.278854,-1.876532,-2.132679,-2.647486,-1.457153,-1.892855,1.58146,4.710478,1.714556,2.668831,1.393116
0,0.820551,-0.44763,0.990061,0.02574,-0.97876,-1.816262,-2.653764,-0.446375,-1.823796,0.288166,1.658053,1.345402,1.624151,1.413206
0,0.285655,-0.776604,-0.386105,-0.792927,-2.058598,-1.929268,-3.355658,0.369782,0.485299,2.583449,0.874543,1.030241,2.578426,1.093022
0,1.828818,1.366748,-2.004606,-1.242441,-4.378993,-3.055564,-4.692899,0.669876,1.244952,5.825473,0.855709,-0.31579,3.070632,0.82934
0,3.51889,4.053786,0.178927,1.007639,-2.422729,-3.194938,-4.077643,-0.269332,-1.953125,4.150469,-1.074187,-2.400128,1.553836,0.927279
0,2.64623,5.121068,2.780582,3.872976,4.09271,-0.903422,-1.704511,-2.208017,-5.026896,-1.177149,-3.822751,-3.001572,-1.184682,0.51669
0,1.066654,5.496499,1.897878,4.224551,7.276976,2.112589,-0.18646,-3.914412,-3.772526,-3.758714,-4.637652,-1.640474,-3.468665,-0.6975
0,1.482266,5.535424,0.210317,2.42524,2.76677,3.53019,0.730146,-4.424196,-0.521712,-2.469187,-3.55907,-0.522968,-3.874232,-1.310245
0,1.774826,2.986505,0.834363,0.679921,-2.776815,3.417184,3.319245,-3.251442,0.558125,-1.646753,-2.547036,-0.62844,-2.102544,-0.61714
0,-1.252486,-2.583449,1.158314,-0.721357,-2.154025,3.15727,6.285032,0.254264,0.731402,-2.372504,-2.057342,-0.042063,-0.067176,-0.337135
0,-5.363403,-7.454019,-1.054097,-2.490533,1.312756,3.083188,6.021351,5.66852,3.57916,-1.786127,-1.268809,2.225596,-0.587005,-1.884066
0,-5.848075,-8.182282,-2.35367,-3.582927,0.96997,2.511878,3.1083,9.78446,7.528101,-0.06592,-0.176415,3.776293,-3.756203,-3.713512
0,-2.88731,-5.38726,-0.423774,-2.570893,-1.394372,1.034007,1.483521,9.154136,7.633574,-0.156325,0.87831,2.416451,-6.168259,-3.611806
0,-0.593283,-1.964426,0.791672,-0.643508,-0.249242,-1.001361,1.379304,4.725546,3.382027,-1.246208,2.328557,-0.16637,-4.839807,-1.901644
0,-0.284399,-0.067176,-1.303967,-0.160092,2.475465,-2.670087,-0.587005,0.725124,-0.947369,-0.020718,4.160514,-0.882077,-0.372293,-0.06592
0,0.27561,-0.06592,-2.377526,-0.855709,1.023962,-3.221307,-4.109034,-1.349169,-3.081932,2.411428,4.947791,0.127446,4.40285,1.874021
0,1.956892,-0.319557,0.720101,-0.438841,-3.078165,-2.982738,-4.655231,-3.643197,-4.606261,2.132679,3.625618,0.11489,7.136346,4.036207
0,3.114578,1.384327,3.53019,1.410695,-3.542747,-2.648741,-1.391861,-6.551225,-6.143146,-0.199017,1.000106,-1.577693,6.84253,4.772004
0,2.935024,4.488232,2.082454,2.649997,-0.312023,-1.673121,0.673643,-7.563259,-5.910856,-0.821807,-1.462176,-2.338602,4.15298,3.098255
0,2.354925,5.627085,0.177671,2.408917,1.34038,0.674899,-1.405672,-6.38046,-3.717279,-0.221618,-2.903633,-0.453909,1.331591,1.168359
0,1.826307,3.586693,1.720834,1.928013,0.482788,2.633674,-4.016117,-5.478921,-1.833841,-1.405672,-2.764259,1.946847,0.227896,1.147014
0,0.868265,1.241186,2.860942,1.62164,0.514179,1.504867,-3.061842,-4.271009,-0.835619,-2.569637,-1.157059,1.926757,-0.029507,1.388094
0,-0.468976,0.600817,-0.71759,0.298211,1.438319,-1.595272,0.068432,0.707545,1.302711,0.308256,0.145025,0.104845,-1.439574,-0.751492
0,-1.54128,-0.143769,-5.035685,-1.899133,0.404939,-2.504345,1.689444,7.878421,4.854875,4.94528,-0.607095,-0.587005,-3.569115,-3.885532
0,-2.049808,-2.176626,-4.276032,-2.811973,-1.78236,-0.479021,1.346658,10.323123,7.029618,5.370937,-2.265776,0.308256,-4.1015,-4.438007
0,-1.930524,-3.12839,-0.632207,-1.713301,-1.98326,0.81804,1.026474,6.247363,6.327723,1.941824,-2.095011,0.294444,-2.760492,-2.411428
0,-1.154547,-1.611595,0.258031,-0.595794,-0.60835,0.240452,1.425762,2.126401,4.425451,0.072198,-0.08601,-1.596527,-1.791149,-1.104322
0,-0.268076,-0.177671,-0.786649,-0.578215,0.221618,1.389349,1.970704,1.919223,2.290888,-0.072198,0.946114,-3.04803,-2.277076,-1.528724
0,0.037041,-0.564404,0.814273,-0.006906,1.474732,5.310667,2.868476,1.325312,-1.558859,-3.178615,-0.124935,-2.260753,-2.773048,-1.364237
0,0.170137,-0.539291,4.208228,2.024696,3.999794,6.939213,4.389038,-2.793138,-6.778493,-8.232507,-1.281366,-0.514179,-1.984516,0.394894
0,0.859475,1.271321,4.499533,3.236374,4.370204,2.844619,5.095955,-5.853097,-9.078798,-8.321656,-0.962437,0.569426,-0.348436,1.817518
0,1.258764,2.048553,1.346658,1.74218,0.543058,-2.781838,3.196194,-4.117823,-5.603228,-2.377526,0.020718,1.492311,1.474732,1.761014
0,-0.026996,-0.279377,-0.879565,-0.607095,-2.781838,-4.549758,-0.701267,-1.62164,0.37606,2.341113,0.943602,2.820762,3.350636,1.614106
0,-2.041019,-3.125879,-0.565659,-1.306478,-1.503611,-3.651986,-4.095222,-2.074921,3.491266,2.061109,2.436541,3.374493,4.715501,2.287121
0,-2.176626,-3.495033,-0.497855,-1.19975,0.136235,-4.15298,-5.741346,-1.753481,2.933768,1.853931,4.200694,2.510623,4.851108,2.530713
0,-0.083499,-2.048553,-2.187927,-2.154025,-2.816995,-5.330757,-6.361625,2.351158,1.793661,5.432463,4.323746,1.646753,4.014862,1.42074
0,1.702,-0.328346,-3.436018,-2.899866,-5.92969,-3.339335,-6.155703,4.956581,1.465942,7.76667,2.159048,1.484777,2.579682,-0.024485
0,1.616617,1.808728,-2.089988,-1.056609,-2.418962,1.655542,-4.050019,1.234907,0.559381,3.49001,-0.435074,0.386105,0.02574,-0.723868
0,1.026474,3.77127,0.953647,2.126401,4.09271,5.187616,-0.379827,-3.705978,-1.265042,-3.482477,-1.791149,-2.319768,-3.272787,-0.941091
0,1.425762,3.689655,3.166059,3.178615,4.633885,4.581149,2.268287,-2.77556,-2.108823,-5.369681,-2.40515,-4.238363,-4.931468,-1.113112
0,2.007117,2.118868,3.14848,1.891599,-0.172648,1.570159,2.741658,1.514912,-1.046564,-1.877788,-3.37826,-3.55028,-3.837819,-1.129435
0,1.268809,1.787383,1.730879,1.310245,-1.472221,-0.931046,3.390816,2.317256,0.461442,0.500367,-4.599983,-2.087477,-2.508111,-1.169615
0,-0.57696,2.376271,0.705034,2.211784,2.511878,-1.799939,5.820451,0.212828,1.228629,-0.976249,-5.092188,-2.068643,-2.989016,-1.565137
0,-2.037252,0.598305,0.345925,1.717068,3.857909,-1.233652,7.177782,0.595794,1.892855,-2.039763,-3.921945,-2.298422,-2.913678,-1.74218
0,-2.255731,-3.34938,-0.86952,-1.506122,-1.03903,0.4966,4.400339,3.11709,2.716545,0.418751,-0.81804,-0.559381,0.221618,-0.972482
0,-1.605317,-4.992994,-3.099511,-4.325001,-5.201428,2.711523,-0.143769,2.698966,2.180393,2.732868,3.03673,2.356181,3.535213,0.116145
0,-0.936069,-2.662553,-3.776293,-3.483732,-2.356181,3.709745,-2.048553,-1.248719,-0.525479,0.538035,5.396049,3.979704,2.879776,0.534269
0,-0.651042,0.108612,-1.596527,-0.296955,3.616828,2.073665,-1.970704,-4.309934,-3.373237,-3.545258,5.191383,3.832796,0.171393,0.747725
0,-0.33588,0.689966,0.761537,1.506122,5.216495,-1.087999,-3.525168,-4.093966,-3.889299,-3.525168,3.417184,3.061842,0.279377,1.526212
0,0.583238,0.45642,1.123157,1.031496,1.632941,-2.838341,-5.535424,-1.803706,-2.499322,0.414984,1.149525,1.960659,2.334835,1.990794
0,1.739669,0.517945,1.733391,0.543058,-2.216806,-2.378782,-3.517634,1.212306,-1.38056,2.132679,-1.334102,0.418751,1.406928,1.123157
0,1.994561,-0.178927,4.27352,1.190961,-3.253953,-2.202994,1.334102,3.451086,-0.900911,-0.401172,-2.749191,-0.614629,-2.028463,0.084755
0,0.983782,-1.256253,4.886266,1.345402,-2.362459,-3.46992,2.523179,2.577171,0.349692,-1.891599,-1.283877,-0.472743,-2.316001,0.384849
0,-0.28691,-0.711312,0.42754,-0.127446,-1.074187,-3.296644,-1.125668,-0.712567,2.337346,1.026474,1.646753,-0.324579,1.261276,0.95867
0,-0.781627,0.705034,-4.147958,-1.555092,-0.033274,0.030763,-3.122112,-1.550069,3.114578,3.965892,1.836352,-1.307734,2.830807,0.013184
0,-0.531757,0.24673,-2.56587,-1.101811,0.075965,2.78686,-0.011928,1.865231,1.993305,2.451608,-1.362981,-2.383805,0.013184,-1.474732
0,-0.075965,-1.167104,1.778593,0.197761,-0.828085,1.699489,3.282832,4.024907,0.732657,-0.604584,-3.279065,-2.030974,-2.34488,-1.388094
0,0.245475,0.170137,0.981271,0.337135,-0.982527,0.211573,2.255731,0.224129,0.698755,-0.643508,-1.282621,-0.864498,-1.015173,-0.333369
0,0.200272,3.649475,-3.614317,-0.14628,1.135713,2.283354,-0.249242,-5.359636,0.954903,0.683688,0.727635,-0.550592,0.630952,-0.344669
0,-0.193994,4.373971,-3.641941,0.57696,3.65952,4.219529,-0.170137,-5.613273,0.314534,-0.259287,-0.922257,-1.111856,-0.280632,-0.94988
0,-0.384849,1.254997,1.337869,1.825051,3.316734,1.177149,1.145758,-1.005128,-0.752747,-1.853931,-3.222562,-1.168359,-1.276343,-0.393639
0,-0.053364,-1.162081,3.030452,1.32029,0.802972,-2.397616,1.163337,2.106311,-1.565137,-1.202261,-1.857698,-0.18646,-0.46772,0.466465
0,0.190227,-0.359737,-0.627185,-0.428796,0.274354,0.349692,1.223607,1.237419,-2.552058,-0.7088,1.195983,1.071676,-0.529246,-0.338391
0,-0.009417,0.754003,-1.990794,-0.560637,2.150258,4.783304,2.562103,-0.259287,-3.582927,-3.010362,1.447108,1.887833,-2.629907,-1.542536
0,0.269332,-0.214084,2.069898,0.97876,1.278854,0.83813,2.378782,0.288166,-2.982738,-3.909389,-0.118657,2.185416,-2.747936,-0.317045
0,1.394372,-1.696978,4.480699,0.905934,-4.327512,-8.680765,-1.155803,1.807473,-0.256775,0.877054,0.762792,2.174115,1.310245,2.403895
0,1.531235,-2.457886,0.957414,-1.666843,-8.116989,-10.39846,-4.405361,2.656275,2.058598,6.118034,3.660775,2.121379,4.986716,2.955114
0,-0.666109,-3.586693,-2.452864,-3.231352,-4.160514,-1.707023,-3.611806,2.589727,1.727113,4.120334,4.105267,2.005861,3.9119,0.956159
0,-2.869731,-4.32249,-0.538035,-1.470965,2.77556,5.079632,-0.914723,1.482266,0.425029,-2.077432,1.136969,1.174637,0.521712,-0.403684
0,-1.931779,-1.744691,2.331068,1.155803,4.078899,2.828296,-0.412473,-0.77786,1.152036,-3.360681,-1.524957,-0.775349,-1.001361,-0.013184
0,0.844408,3.081932,0.948625,1.642986,0.740191,-0.715079,-1.577693,-2.87601,3.242652,0.310767,-1.533746,-2.702733,-1.325312,-0.078477
0,1.290155,4.551014,-1.924246,0.590772,0.480277,1.797428,-1.130691,-2.779326,3.319245,1.131946,-0.45642,-2.918701,-2.516901,-1.433296
0,-0.915979,1.030241,-2.008373,-0.171393,3.576648,5.707445,1.168359,-0.310767,0.743958,-1.799939,-0.283143,-1.693211,-2.903633,-2.140213
0,-1.685677,-1.784871,-1.01894,-0.607095,2.845875,4.572359,2.850897,2.137702,-1.457153,-1.654286,-1.111856,-0.964948,-0.755259,-1.366748
0,0.521712,0.307,-1.464687,-0.804228,-2.199228,0.80925,2.986505,1.935546,-1.442086,2.122634,-2.226851,-1.085488,1.140736,-0.602072
0,2.022184,3.305433,-1.016429,0.259287,-3.355658,-0.820551,2.636185,-0.840641,-0.85822,2.077432,-2.771793,-0.23543,-0.000628,-0.399917
0,0.259287,1.858953,1.926757,2.058598,1.511145,-1.393116,2.290888,-3.061842,-1.310245,-2.965159,-1.861464,1.914201,-1.585227,0.357225
0,-1.635452,-1.830074,3.65073,2.092499,3.707234,-3.334313,1.376793,-2.117612,-1.826307,-4.519623,0.049597,2.696455,0.050853,1.639219
0,0.111123,-1.734646,1.725857,0.193994,-1.572671,-5.148691,-0.62844,0.178927,-1.443341,1.016429,1.103067,0.630952,3.370726,2.197972
0,3.713512,2.378782,-0.201528,-0.470232,-6.689343,-5.363403,-3.707234,-0.490322,-1.40065,6.003772,0.806739,-1.52119,4.66402,2.275821
0,4.478187,5.054519,0.54808,1.228629,-3.921945,-5.062053,-6.59266,-4.265987,-2.599772,4.371459,0.800461,-0.765304,3.893066,2.832063
0,1.474732,3.356914,0.522968,2.028463,2.864709,-3.392072,-6.502255,-5.433718,-3.11709,0.308256,1.609084,1.271321,2.56587,2.442819
0,-2.097522,-0.550592,-2.567126,-0.301978,5.673543,2.336091,-1.941824,0.180182,-0.644764,-0.977504,1.513656,1.020196,-0.644764,-0.996339
0,-3.877999,-4.317467,-4.269754,-3.238885,3.738624,9.54338,4.24213,8.800049,3.918179,-1.582716,0.274354,-1.106834,-6.5123,-5.613273
0,-4.235852,-7.520567,-1.054097,-3.793872,0.991316,10.964747,7.420117,12.761547,7.246841,-4.229574,0.369782,-1.547558,-10.552902,-6.817417
0,-3.712256,-8.61045,2.848386,-2.602283,-1.251231,5.008061,6.549969,9.100144,6.956792,-5.687355,2.331068,0.506645,-7.875909,-3.562837
0,-1.743436,-5.053264,2.553314,-1.228629,-3.124623,-1.563881,3.997283,1.362981,3.02794,-2.986505,2.769281,2.225596,-0.776604,0.540547
0,1.506122,1.846397,0.570682,0.658575,-3.284088,-3.636919,0.92979,-5.284299,-2.557081,0.681177,-0.165115,1.949358,4.131635,2.65502
0,4.150469,6.602705,1.228629,2.860942,-1.84263,-3.399605,-2.926235,-7.938691,-6.318934,1.799939,-3.246419,0.904678,4.774515,3.34938
0,4.303656,6.215973,2.51439,3.307945,-1.147014,-3.875487,-5.649686,-6.688088,-5.450041,2.073665,-3.300411,0.016951,4.237107,3.442297
0,1.965681,3.65073,0.391127,1.656798,-0.702522,-3.79136,-4.368948,-4.105267,-1.244952,3.403372,-2.071154,-1.188449,4.13289,2.272054
0,-1.07921,2.475465,-3.194938,0.539291,2.623629,-1.715812,-0.481532,-2.903633,1.502356,3.356914,-2.249453,-2.186671,3.122112,0.190227
0,-2.749191,1.755992,-3.443552,1.045308,7.116256,0.545569,1.270065,-2.749191,0.303233,0.33588,-2.339858,-1.56137,1.246208,-0.774093
0,-2.128913,-0.610862,-0.535524,0.921001,6.327723,1.256253,-0.368526,-1.168359,-1.857698,-2.295911,0.070943,0.158837,0.259287,-0.030763
0,-0.047086,-2.922468,1.651775,-0.805484,-0.553103,0.976249,-1.912945,1.939313,-1.110601,-1.571415,2.98776,0.942347,-0.145025,0.573193
0,1.670609,-2.32479,1.825051,-1.769804,-6.071576,0.165115,-1.355447,3.84033,1.866487,0.55687,2.894844,0.462698,-1.636707,-0.123679
0,1.763526,-0.180182,1.118134,-0.941091,-5.305644,-1.273832,-0.65732,3.665798,3.615573,1.556347,0.846919,-0.044575,-3.125879,-1.03903
0,0.451397,-0.089777,-0.445119,-0.678665,-1.820029,-1.710789,-0.94988,3.464898,2.892333,1.976982,0.583238,-0.324579,-2.160303,-1.189705
0,-0.991316,-1.769804,-2.592238,-1.860209,0.098567,0.686199,-0.092288,3.657009,0.917234,1.773571,1.982004,-0.43633,-0.165115,-1.207284
0,-1.346658,-1.710789,-2.734124,-1.772315,1.297689,4.190649,3.159781,2.127657,-1.535002,-1.276343,1.624151,0.731402,-1.116879,-1.639219
0,-0.406195,0.47651,0.334624,0.620907,2.622373,5.133624,6.463331,-0.839385,-3.948314,-6.149425,-0.776604,2.75547,-4.533435,-1.753481
0,0.806739,1.337869,3.439785,2.202994,1.709534,2.737891,7.06352,-1.851419,-4.453075,-7.348547,-1.809984,2.107567,-5.107256,-0.834363
0,1.066654,-0.271843,3.57916,1.227374,-1.384327,-0.885844,4.605006,-0.364759,-1.809984,-2.791883,-0.564404,-2.349903,-0.76907,0.710056
0,0.384849,-1.178404,2.248197,0.374804,-2.407661,-4.003561,0.091033,0.023229,1.905411,2.439052,-0.192738,-5.457575,3.81145,1.960659
0,-0.14628,0.461442,1.604061,1.325312,-0.148792,-5.374704,-4.911378,-1.881554,3.580415,3.772526,-1.899133,-2.741658,4.139169,2.220573
0,-0.141258,1.960659,0.151303,1.351681,1.23993,-3.65952,-7.759136,-2.671343,3.105789,3.183638,-2.314745,2.166581,2.067387,1.315267
0,-0.47651,0.790416,-3.345613,-1.21984,-0.092288,-0.057131,-6.723245,-0.900911,2.421473,3.821495,0.579471,3.253953,1.877788,0.069687
0,-1.535002,-1.331591,-5.463853,-3.058075,-0.525479,1.552581,-3.531446,0.119912,1.831329,3.964637,3.206239,1.54128,3.417184,-0.187716
0,-2.18416,-1.686933,-2.870987,-1.311501,1.757248,0.305745,-0.951136,-1.190961,0.313278,0.982527,1.66182,1.635452,3.04803,0.490322
0,-1.44083,-0.752747,1.508634,1.3002,3.118345,0.170137,1.125668,-1.498589,-1.640474,-2.965159,-2.00335,2.784349,-0.157581,0.451397
0,0.035785,-0.291933,2.504345,1.15957,1.080466,2.818251,3.651986,0.864498,-2.589727,-3.975937,-2.940046,1.507378,-3.004083,-0.820551
0,1.228629,0.188972,0.62844,-0.305745,-1.46092,3.954592,4.414151,2.022184,-2.750447,-2.33358,-0.664854,-0.539291,-2.962648,-1.419484
0,2.218062,1.846397,0.397405,0.188972,-1.56137,0.996339,1.182171,-0.663598,-3.241397,-1.234907,1.292666,0.037041,-1.378049,-0.075965
0,2.97646,3.261487,2.241919,1.776082,-0.41624,-1.630429,-2.698966,-3.232607,-3.428485,-1.537513,1.439574,0.78916,-0.85822,1.317779
0,2.251964,2.105056,2.00335,1.249975,0.058387,-0.22664,-1.827563,-1.204772,-1.674376,-1.251231,1.442086,-1.88281,-1.509889,0.46772
0,-0.372293,-0.922257,-1.477243,-1.195983,0.015695,1.293922,2.869731,3.292877,1.702,0.718845,1.816262,-4.645186,-1.482266,-1.616617
0,-2.558336,-2.736635,-3.80015,-2.410173,-0.520457,-1.341636,5.360892,5.170037,4.419173,2.961392,1.042797,-3.179871,-0.229152,-2.176626
